"BusinessEntityID","PersonType","NameStyle","Title","FirstName","MiddleName","LastName","Suffix","EmailPromotion","AdditionalContactInfo","Demographics","rowguid","ModifiedDate"
"88","EM","0","","Betsy","A","Stadick","","0","","<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>","C214AB1E-A07E-4A62-9033-19DDE0DE1937","2009-12-11 00:00:00"
"89","EM","0","","Patrick","C","Wedge","","0","","<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>","CD334AC3-EE11-4999-BBA1-7F33DE161124","2010-01-25 00:00:00"
"90","EM","0","","Danielle","C","Tiedt","","1","","<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>","852A07EE-1D24-4810-8121-365DAB884C8D","2010-02-13 00:00:00"
"91","EM","0","","Kimberly","B","Zimmerman","","0","","<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>","67647D8C-C685-4704-81B7-AE1087CC2C6D","2010-01-05 00:00:00"
"92","EM","0","","Tom","M","Vande Velde","","0","","<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>","A36DA26B-29BA-4627-9731-134D65A53143","2010-03-03 00:00:00"
"93","EM","0","","Kok-Ho","T","Loh","","2","","<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>","3E4AE757-8C3E-47CC-BC20-528CCF271E3D","2008-12-20 00:00:00"
"94","EM","0","","Russell","","Hunter","","1","","<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>","288EF549-203C-439C-A6B2-32FD822327FF","2008-12-05 00:00:00"
"95","EM","0","","Jim","H","Scardelis","","2","","<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>","A45F89BB-9748-41F8-9FAA-A5D76DF4B029","2008-12-12 00:00:00"
"96","EM","0","","Elizabeth","I","Keyser","","0","","<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>","CB9A2A0C-68E5-475B-9D6D-EBD548FE5B9C","2009-02-23 00:00:00"
"97","EM","0","","Mandar","H","Samant","","0","","<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>","907AE318-9FF7-4B56-B52B-5FDCA7BF8A62","2009-02-03 00:00:00"
"98","EM","0","","Sameer","A","Tejani","","0","","<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>","F19BE575-4A2E-413D-9BE9-0AF4B75C6FCD","2009-02-04 00:00:00"
"99","EM","0","","Nuan","","Yu","","0","","<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>","938FCD64-E06D-453C-9E70-BFE41753557B","2008-12-30 00:00:00"
"100","EM","0","","Lolan","B","Song","","1","","<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>","DCD41870-A67B-4D7F-B874-92C6854E1D0D","2009-01-05 00:00:00"
